Loc P     Succ Pull
0   NaN   0    0   
1   NaN   0    0   
2   NaN   0    0   
3   NaN   0    0   
4   NaN   0    0   
5   NaN   0    0   
6   NaN   0    0   
7   NaN   0    0   
8   NaN   0    0   
9   NaN   0    0   
10  NaN   0    0   
11  NaN   0    0   
12  NaN   0    0   
13  NaN   0    0   
14  NaN   0    0   
15  NaN   0    0   
16  NaN   0    0   
17  NaN   0    0   
18  NaN   0    0   
19  NaN   0    0   
20  NaN   0    0   
21  NaN   0    0   
22  NaN   0    0   
23  NaN   0    0   
24  NaN   0    0   
25  NaN   0    0   
26  NaN   0    0   
27  NaN   0    0   
28  NaN   0    0   
29  NaN   0    0   
30  NaN   0    0   
31  NaN   0    0   
32  NaN   0    0   
33  NaN   0    0   
34  NaN   0    0   
35  NaN   0    0   
36  NaN   0    0   
37  NaN   0    0   
38  NaN   0    0   
39  NaN   0    0   
40  NaN   0    0   
41  NaN   0    0   
42  NaN   0    0   
43  NaN   0    0   
44  NaN   0    0   
45  NaN   0    0   
46  NaN   0    0   
47  NaN   0    0   
48  NaN   0    0   
49  NaN   0    0   
50  NaN   0    0   
51  NaN   0    0   
52  NaN   0    0   
53  NaN   0    0   
54  NaN   0    0   
55  NaN   0    0   
56  NaN   0    0   
57  NaN   0    0   
58  NaN   0    0   
59  NaN   0    0   
60  NaN   0    0   
61  NaN   0    0   
62  NaN   0    0   
63  NaN   0    0   
64  NaN   0    0   
65  NaN   0    0   
66  NaN   0    0   
67  NaN   0    0   
68  NaN   0    0   
69  NaN   0    0   
70  NaN   0    0   
71  NaN   0    0   
72  NaN   0    0   
73  NaN   0    0   
74  NaN   0    0   
75  NaN   0    0   
76  NaN   0    0   
77  NaN   0    0   
78  NaN   0    0   
79  NaN   0    0   
80  NaN   0    0   
81  NaN   0    0   
82  NaN   0    0   
83  NaN   0    0   
84  NaN   0    0   
85  NaN   0    0   
86  NaN   0    0   
87  NaN   0    0   
88  NaN   0    0   
89  NaN   0    0   
90  NaN   0    0   
91  NaN   0    0   
92  NaN   0    0   
93  NaN   0    0   
94  NaN   0    0   
95  NaN   0    0   
96  NaN   0    0   
97  NaN   0    0   
98  NaN   0    0   
99  NaN   0    0   
100 NaN   0    0   
101 NaN   0    0   
102 NaN   0    0   
103 NaN   0    0   
104 NaN   0    0   
105 NaN   0    0   
106 NaN   0    0   
107 NaN   0    0   
108 NaN   0    0   
109 NaN   0    0   
110 NaN   0    0   
111 NaN   0    0   
112 NaN   0    0   
113 NaN   0    0   
114 NaN   0    0   
115 NaN   0    0   
116 NaN   0    0   
117 NaN   0    0   
118 NaN   0    0   
119 NaN   0    0   
120 NaN   0    0   
121 NaN   0    0   
122 NaN   0    0   
123 NaN   0    0   
124 NaN   0    0   
125 NaN   0    0   
126 NaN   0    0   
127 NaN   0    0   
128 NaN   0    0   
129 NaN   0    0   
130 NaN   0    0   
131 NaN   0    0   
132 NaN   0    0   
133 NaN   0    0   
134 NaN   0    0   
135 NaN   0    0   
136 NaN   0    0   
137 NaN   0    0   
138 NaN   0    0   
139 NaN   0    0   
140 NaN   0    0   
141 NaN   0    0   
142 NaN   0    0   
143 NaN   0    0   
144 NaN   0    0   
145 NaN   0    0   
146 NaN   0    0   
147 NaN   0    0   
148 NaN   0    0   
149 NaN   0    0   
150 NaN   0    0   
151 NaN   0    0   
152 NaN   0    0   
153 NaN   0    0   
154 NaN   0    0   
155 NaN   0    0   
156 NaN   0    0   
157 NaN   0    0   
158 NaN   0    0   
159 NaN   0    0   
160 NaN   0    0   
161 NaN   0    0   
162 NaN   0    0   
163 NaN   0    0   
164 NaN   0    0   
165 NaN   0    0   
166 NaN   0    0   
167 NaN   0    0   
168 NaN   0    0   
169 NaN   0    0   
170 NaN   0    0   
171 NaN   0    0   
172 NaN   0    0   
173 NaN   0    0   
174 NaN   0    0   
175 NaN   0    0   
176 NaN   0    0   
177 NaN   0    0   
178 NaN   0    0   
179 NaN   0    0   
180 NaN   0    0   
181 NaN   0    0   
182 NaN   0    0   
183 NaN   0    0   
184 NaN   0    0   
185 NaN   0    0   
186 NaN   0    0   
187 NaN   0    0   
188 NaN   0    0   
189 NaN   0    0   
190 NaN   0    0   
191 NaN   0    0   
192 NaN   0    0   
193 NaN   0    0   
194 NaN   0    0   
195 NaN   0    0   
196 NaN   0    0   
197 NaN   0    0   
198 NaN   0    0   
199 NaN   0    0   
200 NaN   0    0   
201 NaN   0    0   
202 NaN   0    0   
203 NaN   0    0   
204 NaN   0    0   
205 NaN   0    0   
206 NaN   0    0   
207 NaN   0    0   
208 NaN   0    0   
209 NaN   0    0   
210 NaN   0    0   
211 NaN   0    0   
212 NaN   0    0   
213 NaN   0    0   
214 NaN   0    0   
215 NaN   0    0   
216 NaN   0    0   
217 NaN   0    0   
218 NaN   0    0   
219 NaN   0    0   
220 NaN   0    0   
221 NaN   0    0   
222 NaN   0    0   
223 NaN   0    0   
224 NaN   0    0   
225 NaN   0    0   
226 NaN   0    0   
227 NaN   0    0   
228 NaN   0    0   
229 NaN   0    0   
230 NaN   0    0   
231 NaN   0    0   
232 NaN   0    0   
233 NaN   0    0   
234 NaN   0    0   
235 NaN   0    0   
236 NaN   0    0   
237 NaN   0    0   
238 NaN   0    0   
239 NaN   0    0   
240 NaN   0    0   
241 NaN   0    0   
242 NaN   0    0   
243 NaN   0    0   
244 NaN   0    0   
245 NaN   0    0   
246 NaN   0    0   
247 NaN   0    0   
248 NaN   0    0   
249 NaN   0    0   
250 NaN   0    0   
251 NaN   0    0   
252 NaN   0    0   
253 NaN   0    0   
254 NaN   0    0   
255 NaN   0    0   
256 NaN   0    0   
257 NaN   0    0   
258 NaN   0    0   
259 NaN   0    0   
260 NaN   0    0   
261 NaN   0    0   
262 NaN   0    0   
263 NaN   0    0   
264 NaN   0    0   
265 NaN   0    0   
266 NaN   0    0   
267 NaN   0    0   
268 NaN   0    0   
269 NaN   0    0   
270 NaN   0    0   
271 NaN   0    0   
272 NaN   0    0   
273 NaN   0    0   
274 NaN   0    0   
275 NaN   0    0   
276 NaN   0    0   
277 NaN   0    0   
278 NaN   0    0   
279 NaN   0    0   
280 NaN   0    0   
281 NaN   0    0   
282 NaN   0    0   
283 NaN   0    0   
284 NaN   0    0   
285 NaN   0    0   
286 NaN   0    0   
287 NaN   0    0   
288 NaN   0    0   
289 NaN   0    0   
290 NaN   0    0   
291 NaN   0    0   
292 NaN   0    0   
293 NaN   0    0   
294 NaN   0    0   
295 NaN   0    0   
296 NaN   0    0   
297 NaN   0    0   
298 NaN   0    0   
299 NaN   0    0   
300 NaN   0    0   
301 NaN   0    0   
302 NaN   0    0   
303 NaN   0    0   
304 NaN   0    0   
305 NaN   0    0   
306 NaN   0    0   
307 NaN   0    0   
308 NaN   0    0   
309 NaN   0    0   
310 NaN   0    0   
311 NaN   0    0   
312 NaN   0    0   
313 NaN   0    0   
314 NaN   0    0   
315 NaN   0    0   
316 NaN   0    0   
317 NaN   0    0   
318 NaN   0    0   
319 NaN   0    0   
320 NaN   0    0   
321 NaN   0    0   
322 NaN   0    0   
323 NaN   0    0   
324 NaN   0    0   
325 NaN   0    0   
326 NaN   0    0   
327 NaN   0    0   
328 NaN   0    0   
329 NaN   0    0   
330 NaN   0    0   
331 NaN   0    0   
332 NaN   0    0   
333 NaN   0    0   
334 NaN   0    0   
335 NaN   0    0   
336 NaN   0    0   
337 NaN   0    0   
338 NaN   0    0   
339 NaN   0    0   
340 NaN   0    0   
341 NaN   0    0   
342 NaN   0    0   
343 NaN   0    0   
344 NaN   0    0   
345 NaN   0    0   
346 NaN   0    0   
347 NaN   0    0   
348 NaN   0    0   
349 NaN   0    0   
350 NaN   0    0   
351 NaN   0    0   
352 NaN   0    0   
353 NaN   0    0   
354 NaN   0    0   
355 NaN   0    0   
356 NaN   0    0   
357 NaN   0    0   
358 NaN   0    0   
359 NaN   0    0   
360 NaN   0    0   
361 NaN   0    0   
362 NaN   0    0   
363 NaN   0    0   
364 NaN   0    0   
365 NaN   0    0   
366 NaN   0    0   
367 NaN   0    0   
368 NaN   0    0   
369 NaN   0    0   
370 NaN   0    0   
371 NaN   0    0   
372 NaN   0    0   
373 NaN   0    0   
374 NaN   0    0   
