Loc P     Succ Pull
906 0,00  0    2   
907 0,33  1    3   
908 0,00  0    2   
909 0,67  2    3   
910 1,00  4    4   
911 1,00  4    4   
912 1,00  4    4   
913 0,67  2    3   
914 0,67  2    3   
915 1,00  4    4   
916 1,00  4    4   
917 1,00  5    5   
918 0,67  2    3   
919 0,67  2    3   
920 0,67  2    3   
921 1,00  5    5   
922 1,00  5    5   
923 0,75  3    4   
924 1,00  4    4   
925 1,00  4    4   
926 1,00  5    5   
927 0,67  2    3   
928 1,00  4    4   
929 1,00  4    4   
930 1,00  5    5   
931 1,00  4    4   
932 NaN   0    0   
933 1,00  4    4   
934 1,00  5    5   
935 NaN   0    0   
936 0,67  2    3   
937 0,67  2    3   
938 1,00  4    4   
939 1,00  5    5   
940 NaN   0    0   
941 NaN   0    0   
942 0,67  2    3   
943 1,00  4    4   
944 NaN   0    0   
945 NaN   0    0   
946 NaN   0    0   
947 NaN   0    0   
948 NaN   0    0   
949 NaN   0    0   
950 NaN   0    0   
951 NaN   0    0   
952 NaN   0    0   
953 NaN   0    0   
954 NaN   0    0   
955 NaN   0    0   
956 NaN   0    0   
957 NaN   0    0   
958 NaN   0    0   
959 NaN   0    0   
960 NaN   0    0   
961 NaN   0    0   
962 NaN   0    0   
963 NaN   0    0   
964 NaN   0    0   
965 NaN   0    0   
966 NaN   0    0   
967 NaN   0    0   
968 NaN   0    0   
969 NaN   0    0   
970 NaN   0    0   
971 NaN   0    0   
972 NaN   0    0   
973 NaN   0    0   
974 NaN   0    0   
975 NaN   0    0   
976 NaN   0    0   
977 NaN   0    0   
978 NaN   0    0   
979 NaN   0    0   
980 NaN   0    0   
981 NaN   0    0   
982 NaN   0    0   
983 NaN   0    0   
984 NaN   0    0   
985 NaN   0    0   
986 NaN   0    0   
987 NaN   0    0   
988 NaN   0    0   
989 NaN   0    0   
990 NaN   0    0   
991 NaN   0    0   
992 NaN   0    0   
993 NaN   0    0   
994 NaN   0    0   
995 NaN   0    0   
996 NaN   0    0   
997 NaN   0    0   
998 NaN   0    0   
999 NaN   0    0   
1000 NaN   0    0   
1001 NaN   0    0   
1002 NaN   0    0   
1003 NaN   0    0   
1004 NaN   0    0   
1005 NaN   0    0   
1006 NaN   0    0   
1007 NaN   0    0   
1008 NaN   0    0   
1009 NaN   0    0   
1010 NaN   0    0   
1011 NaN   0    0   
1012 NaN   0    0   
1013 NaN   0    0   
1014 NaN   0    0   
1015 NaN   0    0   
1016 NaN   0    0   
1017 NaN   0    0   
1018 NaN   0    0   
1019 NaN   0    0   
1020 NaN   0    0   
1021 NaN   0    0   
1022 NaN   0    0   
1023 NaN   0    0   
1024 NaN   0    0   
1025 NaN   0    0   
1026 NaN   0    0   
1027 NaN   0    0   
1028 NaN   0    0   
1029 NaN   0    0   
1030 NaN   0    0   
1031 NaN   0    0   
1032 NaN   0    0   
1033 NaN   0    0   
1034 NaN   0    0   
1035 NaN   0    0   
1036 NaN   0    0   
1037 NaN   0    0   
1038 NaN   0    0   
1039 NaN   0    0   
1040 NaN   0    0   
1041 NaN   0    0   
1042 NaN   0    0   
1043 NaN   0    0   
1044 NaN   0    0   
1045 NaN   0    0   
1046 NaN   0    0   
1047 NaN   0    0   
1048 NaN   0    0   
1049 NaN   0    0   
1050 NaN   0    0   
1051 NaN   0    0   
1052 NaN   0    0   
1053 NaN   0    0   
1054 NaN   0    0   
1055 NaN   0    0   
1056 NaN   0    0   
1057 NaN   0    0   
1058 NaN   0    0   
1059 NaN   0    0   
1060 NaN   0    0   
1061 NaN   0    0   
1062 NaN   0    0   
1063 NaN   0    0   
1064 NaN   0    0   
1065 NaN   0    0   
1066 NaN   0    0   
1067 NaN   0    0   
1068 NaN   0    0   
1069 NaN   0    0   
1070 NaN   0    0   
1071 NaN   0    0   
1072 NaN   0    0   
1073 NaN   0    0   
1074 NaN   0    0   
1075 NaN   0    0   
1076 NaN   0    0   
1077 NaN   0    0   
1078 NaN   0    0   
1079 NaN   0    0   
1080 NaN   0    0   
1081 NaN   0    0   
1082 NaN   0    0   
1083 NaN   0    0   
1084 NaN   0    0   
1085 NaN   0    0   
1086 NaN   0    0   
1087 NaN   0    0   
1088 NaN   0    0   
1089 NaN   0    0   
1090 NaN   0    0   
1091 NaN   0    0   
1092 NaN   0    0   
1093 NaN   0    0   
1094 NaN   0    0   
1095 NaN   0    0   
1096 NaN   0    0   
1097 NaN   0    0   
1098 NaN   0    0   
1099 NaN   0    0   
1100 NaN   0    0   
1101 NaN   0    0   
1102 NaN   0    0   
1103 NaN   0    0   
1104 NaN   0    0   
1105 NaN   0    0   
1106 NaN   0    0   
1107 NaN   0    0   
1108 NaN   0    0   
1109 NaN   0    0   
1110 NaN   0    0   
1111 NaN   0    0   
1112 NaN   0    0   
1113 NaN   0    0   
1114 NaN   0    0   
1115 NaN   0    0   
1116 NaN   0    0   
1117 1,00  5    5   
1118 1,00  4    4   
1119 1,00  4    4   
1120 1,00  5    5   
1121 1,00  5    5   
1122 NaN   0    0   
1123 1,00  5    5   
1124 NaN   0    0   
